location,bhk,bathrooms,area_sqft,parking,furnishing,metro_distance_km,property_age,floor,total_floors,price
Vasant Kunj,4,2,911,0,Semi-Furnished,3.21,10,19,19,8398958
Karol Bagh,5,2,3101,1,Unfurnished,12.55,1,18,30,14470895
Vasant Kunj,4,2,1138,2,Unfurnished,13.43,17,6,15,8924312
Noida,1,2,2462,2,Unfurnished,2.8,3,14,33,12761291
Karol Bagh,4,2,1453,1,Unfurnished,11.5,11,8,11,6661473
Saket,3,2,1932,0,Semi-Furnished,12.12,18,8,16,9199526
Janakpuri,4,1,1274,2,Furnished,11.42,4,19,25,7010781
Gurugram,3,3,1836,0,Furnished,9.07,10,15,24,18127608
South Extension,3,2,886,1,Furnished,5.68,19,18,32,9060341
Laxmi Nagar,5,3,1777,0,Unfurnished,14.0,9,13,27,8096469
Ghaziabad,2,3,1490,0,Furnished,7.52,1,4,4,8702990
Janakpuri,1,1,697,2,Furnished,0.72,0,7,25,4666907
Gurugram,2,4,3583,1,Semi-Furnished,1.87,13,12,31,34923829
Karol Bagh,3,2,3741,2,Semi-Furnished,2.27,8,2,8,20746273
Vasant Kunj,1,4,3224,0,Furnished,11.7,7,1,18,31546059
Vasant Kunj,5,4,2068,0,Furnished,12.13,9,4,4,19829608
Gurugram,5,2,1668,2,Furnished,4.15,5,15,19,17544521
Janakpuri,2,2,1676,0,Furnished,5.35,5,2,18,9663426
Dwarka,5,4,3999,2,Unfurnished,14.47,1,14,28,18662655
Vasant Kunj,2,4,838,0,Unfurnished,11.28,12,12,14,7262425
Pitampura,1,1,2506,1,Unfurnished,6.18,7,3,4,12052876
Gurugram,4,3,2651,0,Furnished,14.32,8,12,25,24473508
Vasant Kunj,3,3,2854,1,Unfurnished,12.48,18,4,17,22728770
Karol Bagh,4,4,1017,2,Furnished,5.75,5,3,17,6339500
Saket,3,3,886,1,Semi-Furnished,13.52,15,16,25,4233439
Dwarka,4,3,1464,0,Unfurnished,3.0,11,16,28,7285829
Dwarka,4,1,2239,2,Unfurnished,9.87,18,11,16,10527311
Ghaziabad,4,2,3137,1,Furnished,6.45,1,11,13,17973458
South Extension,4,1,757,1,Furnished,13.55,9,6,22,7086435
South Extension,5,3,2852,1,Furnished,2.82,18,7,15,28579164
Gurugram,4,3,671,2,Semi-Furnished,6.53,15,15,19,6408749
Rohini,5,2,3872,0,Semi-Furnished,1.54,14,14,25,21162932
South Extension,2,4,585,1,Semi-Furnished,1.39,18,16,30,5216445
Dwarka,2,3,2100,2,Unfurnished,14.18,9,14,23,9375033
Gurugram,4,1,3922,2,Semi-Furnished,14.67,8,15,28,34262947
South Extension,1,4,1960,2,Furnished,8.97,7,8,26,19471032
Rohini,2,2,3626,0,Unfurnished,11.29,11,16,19,16422602
Noida,1,4,1721,2,Furnished,12.61,10,5,22,8886258
Rohini,2,4,911,0,Furnished,12.38,0,18,31,4669118
Noida,3,4,1484,0,Unfurnished,0.86,15,12,31,7428650
Noida,2,3,2984,2,Unfurnished,4.76,16,17,32,14778521
Ghaziabad,2,4,881,2,Semi-Furnished,4.65,17,6,13,4685973
Karol Bagh,2,1,3771,2,Unfurnished,0.65,14,10,26,19192120
Saket,5,3,2848,2,Semi-Furnished,0.95,4,11,28,16028941
Gurugram,3,2,3638,1,Semi-Furnished,13.18,18,13,18,29978669
Dwarka,5,1,1486,1,Furnished,5.52,5,17,27,8563610
Dwarka,1,1,2244,2,Furnished,5.26,0,8,12,13414729
Karol Bagh,3,4,2404,2,Furnished,9.38,14,4,15,12860455
Laxmi Nagar,5,2,2136,1,Furnished,13.28,6,15,27,11395117
Rohini,4,3,2915,2,Furnished,2.51,12,3,17,17374964
Karol Bagh,3,3,2789,1,Semi-Furnished,2.64,13,6,13,14969928
Laxmi Nagar,2,2,2970,1,Semi-Furnished,1.19,19,19,20,15645066
Janakpuri,5,3,3397,2,Furnished,4.18,8,9,25,20115982
South Extension,1,2,1588,1,Semi-Furnished,6.78,3,2,9,15318165
Janakpuri,3,4,1665,0,Semi-Furnished,14.34,7,14,21,7974140
Dwarka,5,4,2331,1,Furnished,2.57,8,18,20,13509326
Rohini,4,3,1458,0,Semi-Furnished,9.78,7,2,18,7894121
Gurugram,5,4,1368,0,Unfurnished,14.21,1,19,21,11096985
South Extension,3,1,2545,0,Unfurnished,13.89,0,17,34,22172574
Vasant Kunj,2,3,517,2,Semi-Furnished,11.27,15,10,17,4036208
Rohini,4,3,711,2,Furnished,14.3,2,12,20,3595313
Rohini,5,2,3224,0,Unfurnished,3.19,3,15,33,16714095
Vasant Kunj,4,4,578,2,Semi-Furnished,13.87,14,8,17,5020398
South Extension,4,3,3806,1,Furnished,11.41,2,15,20,37672756
Janakpuri,1,1,740,1,Semi-Furnished,3.68,15,6,15,3918962
Gurugram,5,2,3279,0,Semi-Furnished,3.27,2,12,31,32996197
Saket,4,2,3502,0,Unfurnished,6.02,18,1,4,16614884
Pitampura,2,3,2344,1,Semi-Furnished,9.96,19,15,17,11458218
Pitampura,4,1,3680,0,Unfurnished,14.57,7,18,26,16395450
Janakpuri,3,4,3714,0,Unfurnished,9.63,6,9,15,17931691
Pitampura,4,2,2993,1,Furnished,6.54,13,9,9,16665624
Dwarka,5,4,2446,2,Furnished,8.92,2,12,14,14430333
Vasant Kunj,5,2,2324,1,Unfurnished,6.97,5,2,9,20857159
Pitampura,5,4,3822,0,Furnished,7.39,19,9,21,19964579
Dwarka,1,1,1769,2,Furnished,6.68,15,5,23,9288827
Laxmi Nagar,2,3,2102,0,Unfurnished,7.52,2,13,19,10382256
Pitampura,3,3,2000,1,Semi-Furnished,3.03,6,9,13,10987978
Pitampura,4,4,2439,1,Semi-Furnished,7.31,12,1,20,12341030
Vasant Kunj,4,4,1612,0,Furnished,4.55,16,13,22,16528632
Ghaziabad,3,2,2663,2,Unfurnished,2.74,8,15,27,13493627
Rohini,4,4,3424,0,Unfurnished,11.03,5,13,29,16463429
Ghaziabad,4,4,2562,1,Semi-Furnished,1.53,3,3,4,14849284
Vasant Kunj,3,2,721,0,Furnished,14.18,17,16,26,6487648
Laxmi Nagar,1,4,2065,0,Unfurnished,7.6,17,14,14,10043729
Rohini,4,4,1154,2,Unfurnished,8.38,13,1,9,5358764
Saket,3,3,3573,1,Semi-Furnished,12.89,18,14,16,16857333
Noida,4,1,920,0,Furnished,6.35,12,16,31,4913369
Laxmi Nagar,2,2,1204,1,Furnished,11.47,7,11,25,6949908
Ghaziabad,1,1,3231,1,Semi-Furnished,1.71,7,13,14,17565879
Pitampura,3,2,2295,1,Semi-Furnished,8.43,3,7,16,11942281
Rohini,4,1,933,0,Furnished,7.88,18,4,9,5308414
Karol Bagh,1,3,1706,2,Furnished,12.71,19,14,29,9024170
Dwarka,1,3,536,1,Semi-Furnished,5.4,19,8,22,2537586
Rohini,1,1,2182,0,Furnished,13.11,5,4,14,12137011
Noida,2,3,3444,2,Semi-Furnished,1.95,13,7,23,18594259
Ghaziabad,3,3,1775,2,Semi-Furnished,13.61,17,14,16,8121834
Saket,2,2,1613,2,Semi-Furnished,5.65,4,3,20,9103916
Pitampura,4,2,562,0,Unfurnished,11.87,7,13,20,2338944
Dwarka,1,1,1639,2,Unfurnished,7.97,16,15,20,8086398
Janakpuri,5,4,610,0,Furnished,14.27,1,13,16,3273085
Rohini,1,1,1766,1,Furnished,2.36,2,6,15,11217823
Ghaziabad,1,4,3414,1,Unfurnished,11.89,17,8,8,15189753
Laxmi Nagar,1,4,1163,2,Unfurnished,9.23,13,13,22,5186712
Pitampura,2,4,2199,1,Semi-Furnished,4.58,15,11,16,11214121
South Extension,5,1,2028,1,Furnished,11.64,16,1,8,18607183
Ghaziabad,3,2,2621,2,Unfurnished,6.05,9,4,21,12840816
Saket,1,2,838,1,Unfurnished,7.76,15,2,5,3956254
Saket,2,1,722,0,Furnished,14.98,8,15,26,3942685
Pitampura,5,4,3310,1,Furnished,12.03,12,6,24,16818711
Noida,4,1,3366,2,Unfurnished,0.81,16,13,21,16816619
Dwarka,1,1,2692,1,Semi-Furnished,6.53,16,3,4,13240052
South Extension,1,1,1461,1,Semi-Furnished,3.93,8,6,17,13852297
Laxmi Nagar,1,3,1201,1,Furnished,4.55,15,5,16,6296641
Laxmi Nagar,2,4,3196,2,Furnished,5.36,18,11,22,17316586
Ghaziabad,1,3,2185,1,Semi-Furnished,5.51,14,2,14,10939465
Pitampura,4,2,3371,2,Semi-Furnished,4.21,1,4,6,18538829
Ghaziabad,4,2,2709,2,Unfurnished,3.49,0,2,3,14138695
Janakpuri,5,1,2487,1,Semi-Furnished,11.42,2,10,29,12750423
Saket,5,3,2216,0,Semi-Furnished,12.42,9,1,6,10783812
Rohini,2,3,2503,2,Semi-Furnished,4.95,17,19,22,12474074
Pitampura,2,4,1936,0,Semi-Furnished,10.85,18,17,17,9602079
Janakpuri,3,4,1780,0,Semi-Furnished,2.85,14,18,24,9681484
Dwarka,1,4,1312,0,Furnished,3.63,6,9,9,8169460
Noida,2,2,3698,2,Unfurnished,13.69,8,4,16,17120685
Laxmi Nagar,3,1,670,2,Furnished,9.77,15,3,19,3641375
Rohini,4,3,3055,0,Unfurnished,7.96,15,15,24,14796869
South Extension,2,4,1990,2,Semi-Furnished,4.94,4,16,27,19255722
Pitampura,5,1,3847,0,Semi-Furnished,1.87,11,1,20,20834240
Ghaziabad,4,1,2400,0,Unfurnished,0.58,13,19,25,12698986
Saket,3,1,2335,2,Semi-Furnished,1.48,1,4,20,13543802
Gurugram,4,2,3995,2,Unfurnished,10.17,3,6,24,35474068
Vasant Kunj,5,4,3031,2,Furnished,2.03,6,14,25,32513280
Vasant Kunj,4,4,1333,0,Unfurnished,8.76,19,16,19,10988481
Laxmi Nagar,4,2,3022,2,Semi-Furnished,3.23,12,5,19,16171086
Noida,2,2,2437,1,Semi-Furnished,11.69,13,10,16,12206050
Noida,2,3,1018,0,Semi-Furnished,11.79,17,13,20,4694583
Karol Bagh,2,4,2137,2,Furnished,10.22,15,8,26,11451099
Rohini,3,2,977,0,Semi-Furnished,14.62,15,15,27,4424221
Ghaziabad,4,3,2117,0,Furnished,6.41,13,11,16,11486791
Pitampura,1,1,756,0,Semi-Furnished,10.76,12,1,4,4165711
Janakpuri,5,2,1416,1,Furnished,10.89,15,3,19,7394148
Vasant Kunj,2,4,2316,2,Semi-Furnished,14.08,0,1,15,20866957
Pitampura,1,2,3495,1,Semi-Furnished,10.65,3,13,16,18279421
Gurugram,3,1,660,0,Semi-Furnished,14.4,0,10,11,5891623
Laxmi Nagar,5,4,1986,2,Unfurnished,2.3,8,17,29,10318470
Saket,4,4,1999,2,Unfurnished,2.26,10,10,14,9795519
Karol Bagh,5,4,2269,2,Semi-Furnished,14.38,18,12,31,10308114
Dwarka,5,4,3729,1,Semi-Furnished,13.94,10,5,20,17672169
Vasant Kunj,2,2,3679,2,Semi-Furnished,13.17,15,12,13,30838267
Janakpuri,5,2,2634,0,Semi-Furnished,1.93,3,13,22,14480544
Laxmi Nagar,1,2,939,2,Unfurnished,7.26,17,3,19,4541547
Karol Bagh,5,2,3022,0,Semi-Furnished,11.99,9,13,22,15358468
Dwarka,2,2,2835,2,Furnished,3.97,19,7,15,15482405
Rohini,3,1,3585,0,Furnished,2.77,15,11,26,20415846
Rohini,3,1,3062,1,Furnished,10.34,19,2,13,15381184
Laxmi Nagar,5,1,1166,2,Unfurnished,9.04,11,12,27,5117098
Laxmi Nagar,1,1,1853,0,Furnished,1.88,1,4,22,11688251
Laxmi Nagar,1,4,1461,1,Furnished,0.91,19,9,16,7881273
Ghaziabad,4,3,1769,0,Unfurnished,6.72,5,3,7,9064505
Noida,4,4,2168,2,Unfurnished,2.76,1,13,28,11594753
Gurugram,2,2,1420,1,Furnished,13.44,2,5,5,13392189
Ghaziabad,3,4,876,0,Semi-Furnished,6.72,1,5,23,4529082
Karol Bagh,3,1,3977,1,Unfurnished,13.35,17,16,24,16906861
Ghaziabad,3,1,3978,2,Furnished,13.69,1,14,19,21419594
Saket,2,4,2162,0,Unfurnished,14.63,10,6,8,9974768
Saket,4,2,979,2,Unfurnished,6.99,2,18,18,4700983
Dwarka,1,4,2072,2,Semi-Furnished,1.21,11,12,14,10886225
Rohini,2,3,1813,0,Semi-Furnished,7.14,10,11,24,9440575
Saket,3,4,3908,2,Furnished,12.22,14,8,25,20619621
Noida,2,4,3004,1,Unfurnished,7.89,10,1,4,14392462
South Extension,3,2,2313,1,Furnished,3.58,2,2,4,24968193
Gurugram,3,3,1892,1,Unfurnished,10.28,2,18,23,16332773
Laxmi Nagar,2,1,2377,2,Furnished,4.07,8,3,14,13806630
Pitampura,2,4,1852,0,Unfurnished,11.58,9,17,23,8383042
Dwarka,2,4,2805,2,Furnished,4.69,18,1,10,15373623
Janakpuri,5,1,2521,1,Unfurnished,11.7,9,3,20,12187508
Janakpuri,5,1,2942,1,Semi-Furnished,13.55,17,18,18,13523748
Pitampura,2,3,3138,1,Semi-Furnished,11.5,0,19,28,16541010
Janakpuri,4,2,599,2,Furnished,10.75,17,13,22,3172653
Ghaziabad,3,2,2337,2,Furnished,13.23,10,6,6,11957930
South Extension,2,3,2535,1,Unfurnished,8.9,18,2,5,20878873
Rohini,2,2,2811,0,Semi-Furnished,2.15,10,10,22,15073104
Rohini,2,3,2428,0,Furnished,9.02,11,18,18,12839757
Dwarka,5,1,3309,0,Furnished,11.79,8,6,22,17806559
Janakpuri,3,4,2242,1,Furnished,1.63,17,18,27,12738922
Rohini,2,1,3450,2,Semi-Furnished,4.07,13,4,16,18509899
Vasant Kunj,5,4,3545,1,Unfurnished,5.79,15,9,21,30442025
Laxmi Nagar,3,2,2418,2,Furnished,7.53,7,4,22,13523489
Gurugram,2,1,3620,2,Furnished,10.85,0,9,13,36282275
Rohini,1,2,1145,0,Unfurnished,1.27,12,12,15,6276307
Dwarka,5,3,1432,0,Unfurnished,10.35,7,8,8,6690260
Ghaziabad,5,1,2191,0,Unfurnished,1.49,12,9,10,11317696
Vasant Kunj,3,4,3172,2,Unfurnished,4.34,2,19,37,29787926
Ghaziabad,1,2,2096,1,Unfurnished,7.62,14,1,6,9734525
Gurugram,1,2,1861,0,Semi-Furnished,7.54,2,17,32,17662536
Gurugram,4,1,3268,0,Semi-Furnished,4.43,11,19,22,31059482
Rohini,1,1,638,1,Semi-Furnished,9.48,16,2,9,3004942
Dwarka,2,3,983,1,Unfurnished,10.27,8,4,9,4235154
Rohini,1,3,731,2,Unfurnished,10.18,0,1,7,3805465
Ghaziabad,1,4,777,1,Unfurnished,8.79,3,12,23,4026703
Vasant Kunj,5,3,1085,2,Semi-Furnished,1.95,19,12,12,10057421
Karol Bagh,2,2,3874,1,Unfurnished,9.9,8,11,16,18468061
Laxmi Nagar,1,3,1163,0,Furnished,10.24,15,19,20,6128876
Karol Bagh,3,4,2023,1,Furnished,14.79,11,4,13,10397026
Dwarka,1,2,598,0,Furnished,6.7,9,10,12,3676905
South Extension,2,3,772,2,Furnished,9.19,18,12,16,7329579
Saket,3,4,913,2,Semi-Furnished,4.69,5,12,13,4986451
Gurugram,4,4,540,0,Semi-Furnished,10.94,7,10,16,5040655
Laxmi Nagar,5,4,2626,0,Furnished,6.58,9,5,19,15129392
Vasant Kunj,1,4,3538,0,Unfurnished,2.53,7,8,11,33017870
Dwarka,3,4,3914,1,Unfurnished,9.99,0,15,32,19330777
Ghaziabad,4,1,3962,2,Semi-Furnished,2.03,6,2,8,21937326
Gurugram,5,1,523,0,Furnished,12.77,0,1,18,4786646
Gurugram,1,4,1454,0,Furnished,1.43,8,18,28,15977539
Pitampura,3,2,1580,1,Furnished,14.35,19,2,20,7651699
Karol Bagh,2,1,3451,1,Furnished,11.74,8,9,16,18280875
Ghaziabad,2,4,3412,0,Semi-Furnished,6.6,7,5,7,18158430
Laxmi Nagar,4,1,1443,0,Unfurnished,11.39,19,3,8,6721370
Rohini,5,4,994,2,Unfurnished,11.35,14,6,7,4225055
South Extension,1,4,1652,0,Semi-Furnished,7.04,19,16,23,14446553
Laxmi Nagar,2,3,1950,0,Semi-Furnished,10.12,11,9,15,9285190
Janakpuri,5,4,2786,0,Semi-Furnished,0.55,13,2,17,15108392
South Extension,1,3,3690,0,Semi-Furnished,4.91,17,4,18,34271175
Noida,3,3,1053,0,Unfurnished,10.44,6,5,24,5143624
Rohini,3,3,1047,1,Unfurnished,14.59,17,17,35,4403715
Noida,3,2,1251,0,Semi-Furnished,11.82,12,5,10,6437902
Noida,2,1,3567,0,Semi-Furnished,8.01,10,7,24,17967222
Karol Bagh,4,1,2978,2,Furnished,7.51,7,8,25,17127337
Ghaziabad,5,2,3519,1,Semi-Furnished,7.91,12,17,32,17987359
Laxmi Nagar,2,4,866,0,Semi-Furnished,10.58,17,2,5,4649636
Pitampura,4,1,3749,2,Furnished,2.67,0,15,32,22770004
South Extension,3,1,2126,0,Semi-Furnished,12.06,2,7,12,19319945
Gurugram,1,3,2298,2,Semi-Furnished,10.73,17,9,27,20017728
Noida,4,1,2844,2,Furnished,5.93,7,15,29,16090379
Laxmi Nagar,2,4,629,2,Furnished,3.57,1,3,7,4112478
Janakpuri,3,4,1223,1,Semi-Furnished,5.37,19,18,37,6352105
Laxmi Nagar,5,2,1967,2,Furnished,12.68,10,7,18,9993702
Laxmi Nagar,5,3,3829,1,Furnished,14.09,14,11,16,18980485
Gurugram,3,2,1803,2,Furnished,14.85,6,11,24,16740062
Vasant Kunj,2,1,3242,0,Furnished,1.29,14,14,32,34375640
Ghaziabad,5,4,1504,1,Unfurnished,12.51,14,9,12,6488046
Laxmi Nagar,1,1,2877,2,Semi-Furnished,5.04,12,4,16,15231886
Ghaziabad,5,3,3783,0,Furnished,1.64,4,6,10,23499543
Saket,5,1,2060,0,Semi-Furnished,9.82,19,8,16,10305777
Gurugram,3,3,1200,2,Furnished,4.89,9,11,15,12698681
Karol Bagh,5,3,2062,1,Furnished,11.46,5,1,3,11214449
Janakpuri,4,2,785,1,Furnished,4.63,16,15,20,4124401
Dwarka,1,3,2276,2,Furnished,7.8,8,11,23,12448525
Laxmi Nagar,3,4,774,1,Semi-Furnished,1.97,4,16,24,4765549
Dwarka,4,4,1703,1,Semi-Furnished,3.64,4,8,21,9698016
Saket,3,4,1792,2,Unfurnished,3.89,18,10,27,8661756
Pitampura,2,1,611,1,Unfurnished,6.86,0,19,21,2875190
Saket,4,4,2589,0,Semi-Furnished,7.04,16,17,17,12573312
Janakpuri,4,3,3614,2,Furnished,1.01,7,10,26,21648441
Pitampura,1,4,520,2,Furnished,13.17,11,9,28,2500006
Saket,3,4,3817,2,Unfurnished,5.7,0,5,13,19961675
Gurugram,3,4,1501,2,Unfurnished,8.66,19,4,14,11951253
Pitampura,5,2,2493,2,Furnished,12.72,6,9,17,13800328
Janakpuri,2,2,1719,0,Unfurnished,1.25,12,18,35,8589399
Gurugram,2,4,3039,0,Furnished,1.19,0,18,20,34604161
Dwarka,3,1,3282,1,Semi-Furnished,4.09,1,19,21,18017978
Pitampura,5,4,3038,0,Unfurnished,14.01,5,11,27,14057759
Saket,2,4,2372,2,Unfurnished,1.54,5,5,8,12079001
Ghaziabad,2,4,2070,1,Unfurnished,2.68,7,14,16,11128581
Pitampura,5,2,738,0,Unfurnished,13.86,13,15,26,3714933
Janakpuri,4,2,2265,0,Furnished,10.59,3,9,23,12795698
Noida,5,4,3131,1,Furnished,4.62,18,16,26,17144968
Dwarka,1,2,753,1,Furnished,11.98,10,18,20,4083350
Janakpuri,3,3,2337,1,Furnished,5.09,6,10,24,13698509
Karol Bagh,5,2,3305,0,Unfurnished,11.79,16,12,26,14791141
Saket,2,4,3596,0,Furnished,1.73,3,12,27,21889044
Pitampura,1,3,2422,0,Furnished,12.27,17,17,26,12445646
Rohini,3,4,854,2,Furnished,9.61,1,9,27,5129441
South Extension,4,3,3509,2,Semi-Furnished,9.04,2,5,15,33056353
South Extension,5,1,2093,0,Semi-Furnished,13.47,9,8,15,17886580
Vasant Kunj,4,1,1858,2,Semi-Furnished,12.27,0,3,7,17466105
Ghaziabad,4,1,2855,1,Semi-Furnished,13.18,7,2,9,13860053
Pitampura,5,4,2470,0,Furnished,6.59,19,19,30,13594714
Gurugram,1,3,3204,2,Unfurnished,5.71,6,17,19,28795090
South Extension,3,1,997,1,Furnished,3.08,4,15,34,10790804
Noida,4,1,2568,0,Furnished,12.09,18,14,32,13162236
Laxmi Nagar,4,2,3833,0,Semi-Furnished,3.03,4,7,7,21496323
Noida,3,2,2164,0,Unfurnished,7.48,6,3,3,10975977
Karol Bagh,1,1,3160,1,Unfurnished,12.35,5,6,13,15053702
Rohini,2,3,2066,0,Furnished,7.85,2,4,8,11429347
Saket,4,1,1529,2,Furnished,6.5,15,17,30,8423968
Pitampura,4,1,1922,1,Semi-Furnished,11.59,17,6,9,9306344
Gurugram,2,3,3999,0,Furnished,1.63,12,12,31,42148238
Karol Bagh,4,3,705,1,Unfurnished,14.42,9,17,31,2764736
Ghaziabad,1,4,2434,2,Semi-Furnished,7.02,16,1,7,11911571
Noida,2,4,2339,1,Furnished,3.76,14,7,23,13474702
Janakpuri,3,3,3961,2,Semi-Furnished,8.7,6,11,27,20999540
Pitampura,2,2,3691,0,Furnished,8.04,18,8,27,19284360
Noida,5,1,2578,2,Semi-Furnished,6.67,8,1,1,13778606
Saket,4,4,3870,2,Unfurnished,8.53,19,12,28,17665219
Saket,2,2,3395,1,Unfurnished,13.07,14,9,10,15062979
Vasant Kunj,2,3,2749,0,Furnished,5.01,18,17,27,27192683
Noida,2,2,2858,1,Furnished,7.56,17,18,18,15729256
Rohini,3,3,1447,1,Semi-Furnished,5.41,14,14,28,7619995
Noida,1,4,2330,0,Furnished,13.54,9,8,27,11724596
Pitampura,4,1,3197,1,Unfurnished,11.59,2,19,29,15136425
Karol Bagh,5,3,3049,0,Semi-Furnished,6.68,1,12,31,16174893
Karol Bagh,3,4,3399,2,Unfurnished,9.66,16,14,31,15638604
Ghaziabad,4,2,3630,0,Furnished,1.32,9,8,13,21802437
Rohini,1,3,3007,0,Unfurnished,10.38,11,15,26,14397332
South Extension,3,1,1557,0,Furnished,13.32,12,4,9,14188330
Pitampura,5,4,3423,0,Furnished,6.6,14,17,26,18904457
Noida,4,2,1884,2,Semi-Furnished,0.55,7,16,20,10341544
Pitampura,2,3,3402,1,Semi-Furnished,8.73,13,7,21,17000190
Saket,1,2,3024,1,Semi-Furnished,2.37,12,6,6,16222932
Laxmi Nagar,1,4,2678,0,Semi-Furnished,11.05,1,19,38,13811163
Pitampura,3,4,3953,0,Furnished,1.61,19,2,16,22285582
Rohini,4,3,2237,1,Semi-Furnished,8.02,13,3,3,11716238
Vasant Kunj,1,2,2566,1,Unfurnished,13.08,12,9,15,21037828
Noida,2,3,3687,1,Unfurnished,3.31,15,3,13,18443095
Rohini,2,4,891,0,Semi-Furnished,8.7,2,4,16,4324700
Pitampura,5,1,3180,1,Unfurnished,12.78,15,5,14,14417214
Gurugram,3,3,3169,1,Unfurnished,4.01,11,18,19,27983117
Vasant Kunj,1,3,1085,0,Semi-Furnished,5.72,5,7,23,10078530
Saket,1,3,2147,0,Semi-Furnished,6.94,0,4,14,11284766
Janakpuri,1,4,891,0,Unfurnished,13.72,0,15,32,4021948
Vasant Kunj,2,4,3745,0,Furnished,13.95,7,3,21,35269396
Pitampura,4,3,1583,2,Furnished,4.07,8,16,28,9522199
Dwarka,1,2,3976,1,Unfurnished,11.71,5,11,18,18860027
Saket,5,1,1387,0,Furnished,13.3,17,4,18,6776959
Janakpuri,2,2,1718,1,Semi-Furnished,4.18,6,12,30,9322484
Pitampura,4,2,898,1,Furnished,3.79,13,3,20,5078981
Gurugram,4,2,1401,0,Furnished,4.48,13,14,33,14439956
Laxmi Nagar,3,4,854,0,Unfurnished,2.36,1,9,21,4403355
Saket,5,3,3127,1,Furnished,4.87,14,17,26,17624833
Karol Bagh,3,3,2746,0,Unfurnished,3.02,0,14,16,14675510
Dwarka,1,4,2685,0,Unfurnished,8.72,13,4,13,12364363
Laxmi Nagar,3,3,2354,2,Furnished,1.13,1,15,23,14573741
Noida,1,2,1754,1,Semi-Furnished,13.07,11,8,9,8385275
Ghaziabad,5,3,724,1,Semi-Furnished,10.33,12,19,29,3454485
Janakpuri,5,1,1657,2,Unfurnished,14.34,14,2,17,6789584
Laxmi Nagar,3,4,2719,0,Furnished,6.79,5,10,27,15195982
Noida,2,2,2795,1,Unfurnished,13.77,3,16,23,12696141
Dwarka,3,2,1768,0,Furnished,8.29,1,10,22,10700781
Janakpuri,3,1,2662,0,Semi-Furnished,12.7,4,3,21,13682118
Saket,5,4,1217,1,Semi-Furnished,5.59,8,17,24,6563788
Rohini,5,1,3064,0,Unfurnished,1.47,16,3,8,15458570
South Extension,3,3,1340,1,Unfurnished,1.55,11,6,6,12367136
Rohini,4,3,2773,0,Furnished,5.51,4,17,33,16526496
Dwarka,1,3,1741,2,Semi-Furnished,13.79,19,11,24,7972754
Saket,4,2,2062,0,Unfurnished,12.74,15,12,21,8748393
Janakpuri,2,3,3239,0,Semi-Furnished,10.14,1,15,31,17340488
Noida,4,1,2235,1,Furnished,11.87,9,9,27,11503455
Gurugram,4,4,3766,1,Semi-Furnished,2.09,19,6,7,35599196
South Extension,2,2,3580,2,Furnished,10.29,7,17,33,34919077
Karol Bagh,4,2,3135,2,Furnished,14.1,18,14,27,15364446
Pitampura,1,2,1883,0,Furnished,10.28,15,16,32,10112516
Dwarka,3,3,2939,2,Furnished,5.41,14,18,23,15962020
Saket,4,3,2026,1,Furnished,14.24,19,9,16,9716098
Saket,3,3,1723,1,Semi-Furnished,10.89,5,3,5,9167160
Rohini,3,1,3837,1,Furnished,13.0,17,9,23,19463515
Rohini,2,3,1982,1,Furnished,9.22,12,6,18,10282097
Janakpuri,2,4,3448,1,Furnished,12.13,7,16,28,18935375
Gurugram,3,1,1481,1,Semi-Furnished,8.22,7,3,16,13906508
Noida,1,1,2491,0,Furnished,6.0,15,10,19,14054312
Dwarka,1,4,1817,1,Semi-Furnished,13.3,15,15,28,8863973
Ghaziabad,4,2,2485,0,Furnished,14.01,3,16,19,13545075
Dwarka,2,4,1766,1,Semi-Furnished,2.33,12,18,33,9209308
Ghaziabad,1,2,1308,2,Furnished,8.79,3,10,12,7575175
Janakpuri,3,3,3612,2,Furnished,5.23,7,15,27,21295614
Ghaziabad,3,4,3677,0,Furnished,3.16,12,16,24,21409761
Laxmi Nagar,5,2,3006,0,Furnished,1.14,8,9,16,17736013
Dwarka,2,4,2742,0,Unfurnished,8.33,16,16,19,13170017
Gurugram,2,1,3406,2,Furnished,12.89,16,15,34,30814941
Ghaziabad,2,4,2643,1,Semi-Furnished,4.23,4,13,30,14198549
Janakpuri,4,4,2163,0,Semi-Furnished,9.96,15,6,13,10383589
Dwarka,5,3,1232,1,Semi-Furnished,4.08,8,18,34,6802253
Noida,2,3,3460,2,Semi-Furnished,14.56,4,17,18,16854599
Dwarka,2,2,2393,2,Furnished,6.97,12,16,25,13626249
Laxmi Nagar,5,2,2325,2,Semi-Furnished,5.29,5,1,12,12228519
Rohini,4,3,892,1,Unfurnished,11.67,7,7,15,4422031
Gurugram,4,3,1490,2,Furnished,9.34,3,1,12,15280868
Ghaziabad,2,3,1860,2,Furnished,13.49,18,1,14,9209147
Vasant Kunj,5,1,2856,1,Furnished,1.54,4,9,27,31831439
Janakpuri,5,4,2360,1,Furnished,4.51,17,10,22,13537782
Gurugram,2,2,2050,1,Furnished,5.26,7,15,27,21117898
Dwarka,5,1,1417,1,Furnished,14.42,7,18,26,7477846
Ghaziabad,3,2,1821,0,Semi-Furnished,13.74,5,8,14,9073491
Janakpuri,2,2,2690,1,Unfurnished,12.1,11,7,13,12199299
Noida,5,3,517,2,Furnished,10.72,10,8,27,2502720
